OBJECTID,RAIN_ID,DATE,VILLAGE,MOO,TAMBON,DISTRICT,PROVINCE,REGION,UTM_E,UTM_N,ZONE,RAIN_24_HR,RAIN_3_DAY,WEATHER
4116,8620,5/11/2021 0:00,คอกช้าง,2,ในวงเหนือ,ละอุ่น,ระนอง,ภาคใต้,484627,1109719,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4117,8621,5/11/2021 0:00,คลองสระ,3,คลองสระ,กาญจนดิษฐ์,สุราษฎร์ธานี,ภาคใต้,567641,998370,47,0,0,ท้องฟ้าโปร่ง เมื่อวานมีฝนตกทั้งวัน
4118,8150,26/10/2021 0:00,ทุ่ง,1,เขาคราม,เมืองกระบี่,กระบี่,ภาคใต้,482158,907734,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4119,8623,5/11/2021 0:00,ลำสินธุ์ใต้,3,ลำสินธุ์,ศรีนครินทร์,พัทลุง,ภาคใต้,603667,833197,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4120,11230,29/12/2021 0:00,เขามะกอก,5,มิตรภาพ,มวกเหล็ก,สระบุรี,ภาคกลาง,731461,1619724,47,0,0,ท้องฟ้าโปร่ง อากาศดี
4121,5899,16/9/2021 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,43,0,วัดปริมาณน้ำฝนได้ 43 มม.
4122,11682,10/1/2022 0:00,ห้วยน้ำแก้ว,6,หน้าเขา,เขาพนม,กระบี่,ภาคใต้,492306,919606,47,0,0,มีหมอกในตอนเช้า อากาศเย็น
4123,8228,27/10/2021 0:00,นาคำ,6,บ้านก้อง,นายูง,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,832606,1980454,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4124,11237,30/12/2021 0:00,   ดอยแช่,3, ทากาศ, แม่ทา, ลำพูน,ภาคเหนือ,500787,2036675,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4125,8229,27/10/2021 0:00,หน่วยป้องกันรักษาป่าที่ ชย.5, , ,หนองบัวแดง,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,793091,1783048,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4126,9988,1/12/2021 0:00,ดงเสลา,2,องค์พระ,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,548500,1629928,47,0,0,ท้องฟ้าครึ้ม มีลมเย็นๆ
4127,9989,1/12/2021 0:00,พุกร่าง,9,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ภาคกลาง,529954,1527753,47,0,0,ท้องฟ้าครึ้ม อากาศเย็น
4128,9986,1/12/2021 0:00,อ่างหิน,16,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,ภาคตะวันออก,780190,1475507,47,0,0,อากาศเย็น มีลมแรง
4129,9987,1/12/2021 0:00,ทรัพย์สมบูรณ์,7,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,539960,1238095,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
4130,9984,1/12/2021 0:00,หนองบอน,1,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,888495,1394868,47,0,0,อากาศเย็น มีลมแรง
4131,9985,1/12/2021 0:00,คลองหิน,1,ห้วยทับมอญ,เขาชะเมา,ระยอง,ภาคตะวันออก,790991,1435324,47,0,0,อากาศเย็น มีลมแรง
4132,9982,1/12/2021 0:00,  เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,0,0,ท้องฟ้าแจ่มใส มีเมฆบางส่วน
4133,9983,1/12/2021 0:00,หนองไม้หอม,5,ช้างทูน,บ่อไร่,ตราด,ภาคตะวันออก,879719,1401953,47,0,0,อากาศเย็น มีลมแรง
4134,9980,1/12/2021 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4135,9981,1/12/2021 0:00,ไร่วรรณ,6,ตะปอน,ขลุง,จันทบุรี,ภาคตะวันออก,844744,1384243,47,0,0,ท้องฟ้าแจ่มใส มีลมเย็นๆ
4136,11025,24/12/2021 0:00,ตามูล,1,ทรายขาว,สอยดาว,จันทบุรี,ภาคตะวันออก,852554,1445758,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4137,11024,24/12/2021 0:00,กระบกคู่,18,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,ภาคตะวันออก,778684,1489067,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4138,11027,24/12/2021 0:00,  เขาใหญ่,4,พลวงทอง,บ่อทอง,ชลบุรี,ภาคตะวันออก,785913,1465031,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4139,11026,24/12/2021 0:00,สันตะวา,16,ทุ่งมหาเจริญ,วังน้ำเย็น,สระแก้ว,ภาคตะวันออก,825425,1488315,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4140,11021,24/12/2021 0:00,ทุ่งไพล,1,เขาแดง,สะบ้าย้อย,สงขลา,ภาคใต้,702981,724636,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4141,11020,24/12/2021 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,443403,967164,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4142,11023,24/12/2021 0:00,โนนม่วง,9,สะพานหิน,นาดี,ปราจีนบุรี,ภาคตะวันออก,795107,1558641,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4143,11022,24/12/2021 0:00, นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4144,7032,7/10/2021 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,120,0,วัดปริมาณน้ำฝนได้ 120 มม.
4145,10236,6/12/2021 0:00,พุหวาย,4,นิคมกระเสียว,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,561124,1641769,47,0,0,ท้องฟ้าโปร่ง อากาศหนาว
4146,11029,25/12/2021 0:00,เขตรักษาพันธุ์สัตว์ป่าผาผึ้ง, , ทุ่งพระ,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,797636,1841807,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
4147,11028,25/12/2021 0:00,หนองหญ้าโก้ง,4,ทุ่งลุยลาย,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,798267,1824485,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
4148,414,22/5/2021 0:00,อูตูม,6,นาเกียน,อมก๋อย,เชียงใหม่,ภาคเหนือ,416274,1975163,47,34,0,เช้านี้ท้องฟ้ามีเมฆมาก ไม่มีฝน
4149,415,22/5/2021 0:00,   หาดรั่ว,6, วังชิ้น, วังชิ้น, แพร่,ภาคเหนือ,572290,1966918,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อน
4150,416,22/5/2021 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อน
4151,417,22/5/2021 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิดถ์,ภาคเหนือ,607446,1959576,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อนมาก ไม่มีลม
4152,410,22/5/2021 0:00,  ตก,7,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,568944,851057,47,44,0,เมื่อวานมีฝนตกเล็กน้อย วันนี้ท้องฟ้าโปร่ง
4153,411,22/5/2021 0:00,  ในง่วม,8,บ้านนา,เมือง,ชุมพร,ภาคใต้,495133,1158728,47,50,0,เมื่อวานมีฝนตกเล็กน้อย วันนี้ท้องฟ้าแจ่มใส
4154,412,22/5/2021 0:00, หนองขวาง,8,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,514190,2189987,47,0,0,ท้องฟ้าโปร่ง มีแดดออก อากาศร้อน
4155,413,22/5/2021 0:00,   ดอยแช่,3, ทากาศ, แม่ทา, ลำพูน,ภาคเหนือ,500787,2036675,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อน ไม่มีฝน
4156,1384,12/6/2021 0:00,   ดอยแช่,3, ทากาศ, แม่ทา, ลำพูน,ภาคเหนือ,500787,2036675,47,0,0,ท้องฟ้าครึ้ม  ไม่มีฝนตก
4157,1385,12/6/2021 0:00,  เต่าไห,3,ท่าสัก,พิชัย,อุตรดิดถ์,ภาคเหนือ,618966,1924153,47,0,0,ท้องฟ้าครึ้ม
4158,1386,12/6/2021 0:00,   นาอุ่นนอก,6, หัวทุ่ง, ลอง, แพร่,ภาคเหนือ,581493,1995887,47,0,0,ท้องฟ้าครึ้ม  ไม่มีฝนตก
4159,1387,13/6/2021 0:00, บำรุงธรรม,10,ชะอม,แก่งคอย,สระบุรี,ภาคกลาง,725619,1594566,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4160,418,22/5/2021 0:00,ทรายงาม,10,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,637358,1976685,47,0,0,ท้องฟ้าโปร่ง  อากาศร้อน
4161,419,22/5/2021 0:00,  วังหัวดอย,2,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,636976,1966950,47,0,0,ท้องฟ้าแจ่ม อากาศร้อน ไม่มีฝน
4162,1382,12/6/2021 0:00, ผักเฮือก,4, บ่อเกลือใต้, บ่อเกลือ, น่าน,ภาคเหนือ,726567,2111026,47,25,0,วัดปริมาณน้ำฝนได้ 25 มม.
4163,1383,12/6/2021 0:00,  ปางเติม,4,แม่สาบ,สะเมิง,เชียงใหม่,ภาคเหนือ,465789,2095895,47,16,0,วัดปริมาณน้ำฝนได้ 16 มม.
4164,13430,20/2/2022 0:00,แสงทองพัฒนา,12,น้ำโสม,น้ำโสม,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,831354,1968702,47,0,0,ท้องฟ้าครึ้ม มีเมฆฝน
4165,7222,10/10/2021 0:00,เขาหลัก,2,ลำแก่น,ท้ายเหมือง,พังงา,ภาคใต้,416854,951979,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4166,12408,27/1/2022 0:00,ห้วยท่า,6,เลยวังไสย์,ภูหลวง,เลย,ภาคตะวันออกเฉียงเหนือ,767346,1887948,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4167,12613,1/2/2022 0:00,ห้วยท่า,6,เลยวังไสย์,ภูหลวง,เลย,ภาคตะวันออกเฉียงเหนือ,767346,1887948,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4168,9194,16/11/2021 0:00,ทุ่งยาว,3,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,ภาคกลาง,570193,1284907,47,50,0,วัดปริมาณน้ำฝนได้ 50 มม.
4169,11368,2/1/2022 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,8,0,วัดปริมาณน้ำฝนได้ 8 มม.
4170,11369,2/1/2022 0:00,ท่ามะปราง,6,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,571917,855159,47,6,0,วัดปริมาณน้ำฝนได้ 6 มม.
4171,11366,2/1/2022 0:00,สวนป่า,20,แม่เปิน,แม่เปิน,นครสวรรค์,ภาคเหนือ,539956,1740046,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4172,11367,2/1/2022 0:00,ในเขา,1,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,576027,852112,47,9,0,วัดปริมาณน้ำฝนได้ 9 มม.
4173,11364,2/1/2022 0:00,หล่ายห้วย,8,แม่ระมาด,แม่ระมาด,ตาก,ภาคเหนือ,447953,1877727,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4174,11365,2/1/2022 0:00,ใหม่คลองอังวะ,3,แก่นมะกรูด,บ้านไร่,อุทัยธานี,ภาคเหนือ,530794,1676459,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4175,11362,2/1/2022 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4176,11363,2/1/2022 0:00,ปลายนา,3,บ้านตึก,ศรีสัชนาลัย,สุโขทัย,ภาคเหนือ,585458,1944750,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4177,11360,2/1/2022 0:00,   นาอุ่นนอก,6, หัวทุ่ง, ลอง, แพร่,ภาคเหนือ,581493,1995887,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4178,11361,2/1/2022 0:00,ท่าเรือ,6,นางพญา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,648886,1985204,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4179,12409,27/1/2022 0:00,เขตรักษาพันธุ์สัตว์ป่าผาผึ้ง, , ทุ่งพระ,คอนสาร,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,797636,1841807,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4180,1775,21/6/2021 0:00,ร้องพัฒนา, ,บ้านร้อง,งาว,ลำปาง,ภาคเหนือ,599611,2086578,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
4181,12873,8/2/2022 0:00,   ดอยแช่,3, ทากาศ, แม่ทา, ลำพูน,ภาคเหนือ,500787,2036675,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4182,1774,21/6/2021 0:00,โป่งน้ำร้อน,1,โป่งน้ำร้อน,คลองลาน,กำแพงเพชร,ภาคเหนือ,532306,1805478,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
4183,7224,10/10/2021 0:00,  คอแล,4,หนองบอน,บ่อไร่,ตราด,ภาคตะวันออก,877177,1398849,47,144,0,วัดปริมาณน้ำฝนได้ 144 มม.
4184,1777,21/6/2021 0:00,   นาอุ่นนอก,6, หัวทุ่ง, ลอง, แพร่,ภาคเหนือ,581493,1995887,47,0,0,ท้องฟ้าโปร่ง มีเมฆบางส่วน
4185,3789,6/8/2021 0:00,บุพราหมณ์,3,บุพราหมณ์,นาดี,ปราจีนบุรี,ภาคตะวันออก,810308,1579969,47,7,0,วัดปริมาณน้ำฝนได้ 7 มม.
4186,5277,4/9/2021 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
4187,5270,4/9/2021 0:00,แก่งใหญ่,12,แก่งดินสอ,นาดี,ปราจีนบุรี,ภาคตะวันออก,829258,1560721,47,0,0,ท้องฟ้าโปร่ง มีแดดออก
4188,1770,21/6/2021 0:00,มอล่อง,25,แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,ภาคเหนือ,566825,2234951,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4189,1773,21/6/2021 0:00,พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
4190,5273,4/9/2021 0:00,พุพลูบน,4,ยางน้ำกลัดใต้,หนองหญ้าปล้อง,เพชรบุรี,ภาคกลาง,574636,1451085,47,0,0,ท้องฟ้าครึ้มไม่มีฝนตก
4191,11607,8/1/2022 0:00,ห้วยน้ำแก้ว,6,หน้าเขา,เขาพนม,กระบี่,ภาคใต้,492306,919606,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4192,8100,25/10/2021 0:00,สามไกร,1,หงษ์เจริญ,ท่าแซะ,ชุมพร,ภาคใต้,518922,1187040,47,0,0,ท้องฟ้าครึ้ม เมื่อวานมีฝนตกหนัก
4193,5278,4/9/2021 0:00,นาน้อย,7,ศรีฐาน,ภูกระดึง,เลย,ภาคตะวันออกเฉียงเหนือ,799725,1861599,47,0,0,ท้องฟ้าครึ้มไม่มีฝนตก
4194,5279,4/9/2021 0:00,โนนเตาเหล็ก,10,วังสวาบ,ภูผาม่าน,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,800499,1843443,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4195,5465,8/9/2021 0:00,คลองฟันปลา,14,โพธิ์งาม,ประจันตคาม,ปราจีนบุรี,ภาคตะวันออก,769596,1565072,47,80,0,วัดปริมาณน้ำฝนได้ 80 มม
4196,10402,10/12/2021 0:00,คลองฟันปลา,14,โพธิ์งาม,ประจันตคาม,ปราจีนบุรี,ภาคตะวันออก,769596,1565072,47,0,0,ท้องฟ้าโปร่ง มีแดดอ่อนๆ
4197,7229,10/10/2021 0:00,คลองตะเคียน,6,พลวง,เขาคิชฌกูฏ ,จันทบุรี,ภาคตะวันออก,835512,1421685,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4198,14139,9/3/2022 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,ท้องฟ้ามีเมฆมาก อากาศร้อน
4199,13468,21/2/2022 0:00,หนองตะแบก,7,สะพานหิน,นาดี,ปราจีนบุรี,ภาคตะวันออก,790720,1563823,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4200,6688,30/9/2021 0:00,คลองหิน,1,ห้วยทับมอญ,เขาชะเมา,ระยอง,ภาคตะวันออก,790991,1435324,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4201,6689,30/9/2021 0:00,บึงต้นชัน,4,ชากบก,บ้านค่าย,ระยอง,ภาคตะวันออก,756434,1413894,47,0,0,มีหมอกในตอนเช้า ไม่มีฝนตก
4202,14475,17/3/2022 0:00,คูสี่แจ,4,ดงรัก,ภูสิงห์,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,1056059,1606638,48,0,0, ท้องฟ้าโปร่ง เมื่อวานมีฝนตก
4203,12612,1/2/2022 0:00,วังสวาบ,1,วังสวาบ,ภูผาม่าน,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,803212,1849698,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4204,6680,30/9/2021 0:00,บางแก้วน้อย,1,บางแก้ว,ละอุ่น,ระนอง,ภาคใต้,476068,1126891,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4205,6681,30/9/2021 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4206,6682,30/9/2021 0:00,  น้ำขาว,6,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,487895,1172959,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4207,6683,30/9/2021 0:00, นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4208,6684,30/9/2021 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4209,6685,30/9/2021 0:00,ทับสมิงคลา,11,คลองพา,ท่าชนะ,สุราษฎร์ธานี,ภาคใต้,490702,1067234,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4210,6686,30/9/2021 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4211,6687,30/9/2021 0:00,สะพานหิน,5,สะพานหิน,นาดี,ปราจีนบุรี,ภาคตะวันออก,793214,1564672,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
4212,2428,8/7/2021 0:00,แฮะ,5,แม่ลาว,เชียงคำ,พะเยา,ภาคเหนือ,647122,2145965,47,0,0,ท้องฟ้าครึ้ม มีฝนปรอยๆ
4213,2429,8/7/2021 0:00,ท่าด้วง,8,ท่าด้วง,หนองไผ่,เพชรบูรณ์,ภาคเหนือ,746445,1767313,47,0,0,ท้องฟ้าครึ้ม มีเมฆฝน
4214,7228,10/10/2021 0:00,คลองชล,11,วังทอง,วังสมบูรณ์,สระแก้ว,ภาคตะวันออก,831181,1474376,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
4215,2420,8/7/2021 0:00,น้ำลี,6,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,633831,1976761,47,30,0,ท้องฟ้าโปร่ง มีแดดออก
4216,2421,8/7/2021 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,1,0,ท้องฟ้าโปร่ง มีแดดออก
4217,2422,8/7/2021 0:00,  น้ำหมันใต้,5,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,638297,1963770,47,14,0,ท้องฟ้าโปร่ง มีแดดออก
4218,2423,8/7/2021 0:00,สันติสุข,9,สถาน,ปัว,น่าน,ภาคเหนือ,701992,2124466,47,10,0,ท้องฟ้าโปร่ง มีแดดออก
4219,2424,8/7/2021 0:00,แม่คะ,1,แม่คะ,ฝาง,เชียงใหม่,ภาคเหนือ,520888,2194853,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4220,2425,8/7/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4221,2426,8/7/2021 0:00,ใหม่,2,เวียงเหนือ,ปาย,แม่ฮ่องสอน,ภาคเหนือ,441545,2142444,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝน
4222,2427,8/7/2021 0:00,มอล่อง,25,แม่สลองใน,แม่ฟ้าหลวง,เชียงราย,ภาคเหนือ,566825,2234951,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4223,7849,21/10/2021 0:00,ลานกระบือใต้,9,ตลิ่งชัน,ด่านลานหอย,สุโขทัย,ภาคเหนือ,550359,1891128,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
4224,7848,20/10/2021 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4225,7845,20/10/2021 0:00,น้ำไพร,5,สังคม,สังคม,หนองคาย,ภาคตะวันออกเฉียงเหนือ,841687,2004952,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4226,7844,20/10/2021 0:00,ห้วยน้ำผัก,6,แสงภา,นาแห้ว,เลย,ภาคตะวันออกเฉียงเหนือ,719962,1934793,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4227,7847,20/10/2021 0:00,หน่วยป้องกันรักษาป่าที่ ชย.5, , ,หนองบัวแดง,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,793091,1783048,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4228,7846,20/10/2021 0:00,บุญทัน,2,บุญทัน,สุวรรณคูหา,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,834525,1944180,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4229,7841,20/10/2021 0:00,โสมสวรรค์,2,โนนทอง,นายูง,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,843385,1989826,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4230,7840,20/10/2021 0:00,คลองหิน,11,กุดตาเพชร,ลำสนธิ,ลพบุรี,ภาคกลาง,752293,1712222,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4231,7843,20/10/2021 0:00,สีวิเชียร,10,สีวิเชียร,น้ำยืน,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,502486,1601891,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4232,7842,20/10/2021 0:00,ทุ่งเงิน,5,บ้านตูม,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,518070,1602318,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4233,6356,25/9/2021 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607753,1960172,47,43,0,วัดปริมาณน้ำฝนได้ 43 มม.
4234,6357,25/9/2021 0:00,ศาลาคลอง,9,บ้านไร่,บ้านไร่,อุทัยธานี,ภาคเหนือ,550637,1667911,47,42,0,วัดปริมาณน้ำฝนได้ 42 มม.
4235,6354,24/9/2021 0:00,ผาแดง,3,สังคม,สังคม,หนองคาย,ภาคตะวันออกเฉียงเหนือ,843046,2004182,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4236,6355,25/9/2021 0:00,น้ำพรม,4,วังนกแอ่น,วังทอง,พิษณุโลก,ภาคเหนือ,686778,1860883,47,50,0,วัดปริมาณน้ำฝนได้ 50 มม.
4237,6352,24/9/2021 0:00,วนาสวรรค์,5,ไพรพัฒนา,ภูสิงห์,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,1051154,1605435,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
4238,6353,24/9/2021 0:00,นาโมง,4,บ้านโคก,สุวรรณคูหา,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,844232,1943853,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4239,6350,24/9/2021 0:00,แสงทองพัฒนา,12,น้ำโสม,น้ำโสม,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,831354,1968702,47,20,0,วัดปริมาณน้ำฝนได้ 20 มม.
4240,6351,24/9/2021 0:00,ทุ่งเงิน,5,บ้านตูม,นาจะหลวย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,518070,1602318,47,13,0,วัดปริมาณน้ำฝนได้ 13 มม.
4241,6358,25/9/2021 0:00,มหาราช,11,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607010,1961314,47,35,0,วัดปริมาณน้ำฝนได้ 35 มม.
4242,6359,25/9/2021 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,30,0,วัดปริมาณน้ำฝนได้ 30 มม.
4243,3461,30/7/2021 0:00,หนองแหน,6,ชะอม,แก่งคอย,สระบุรี,ภาคกลาง,723101,1594705,47,0,0,ท้องฟ้ามีเมฆมาก ไม่มีฝนตก
4244,9616,24/11/2021 0:00,คลองลอย,8,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,540284,1248800,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
4245,9617,24/11/2021 0:00,ป่าเด็งใต้,6,ป่าเด็ง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,558413,1396349,47,0,0,มีหมอกเล็กน้อย ไม่มีฝนตก
4246,9614,24/11/2021 0:00,หนองน้ำดำ,4,ห้วยแม่เพรียง,แก่งกระจาน,เพชรบุรี,ภาคกลาง,560951,1417019,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
4247,9343,19/11/2021 0:00,นาแปน,2,ศรีฐาน,ภูกระดึง,เลย,ภาคตะวันออกเฉียงเหนือ,803916,1871186,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
4248,9612,24/11/2021 0:00,ตะโกล่าง,8,สวนผึ้ง,สวนผึ้ง,ราชบุรี,ภาคกลาง,523060,1509144,47,0,0,ท้องฟ้าครึ้ม อากาศเย็น
