OBJECTID,Event_ID,Geohaz_T,Geohaz_E,DATE,TIME,LATITUDE,LONGITUDE,UTM_E,UTM_N,ZONE,MAGNITUDE,DEPTH_KM,F_ZONE_T,F_ZONE_E,LOCATION,BAN,TAMBON,DISTRICT,PROVINCE,Geo_haz_T,Geo_haz_E,LS_Type_T,LS_Type_E,Effect
483,321,ดินถล่ม,Landslide,00:00.0,0:00:00,6.94879148,100.6914513,686869,768421,47N,,,,,,ทุ่งซ่าน,ป่าชิง,จะนะ,สงขลา,,,,,ดินไหลปิดทับถนนยาว 100 เมตร บริเวณหลักกิโลเมตรที่ 51 ทำให้รถสัญจรได้เพียงช่องทางเดียว
285,414,ดินถล่ม,Landslide,00:00.0,0:00:00,7.84430231,98.38180694,431848,867135,47N,,,,,,บ่อแร่,รัษฎา,เมืองภูเก็ต,ภูเก็ต,,,,,ดินไหลปิดทับเส้นทางถนนอ่าวยนต์ - เขาขาด ทำให้เสาไฟฟ้าหัก จำนวน 3 ต้น
301,319,ดินถล่ม,Landslide,00:00.0,0:00:00,9.41735123,98.98806064,498689,1040993,47N,,,,,,หินดาน,ปากหมาก,ไชยา,สุราษฎร์ธานี,,,,,ดินไหลปิดทับถนน ขนาดกว้าง 5-20 เมตร ยาว 10-50 เมตร จำนวน 7 รอย
75,90,แผ่นดินไหว,Earthquake,00:00.0,22:14:00,19.56,99.58,560839,2162895,47,4,,แม่ลาว,MAE LAO,,,,แม่สรวย,เชียงราย,,,,,รู้สึกสั่นไหวที่บริเวณ อำเภอแม่สรวย อำเภอแม่ลาว จังหวัดเชียงราย
187,236,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.30274352,99.42363131,546649,917792,47,,,,,,เหนือคลอง,ทับปริก,ทุ่งใหญ่,นครศรีธรรมราช,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2.5 เมตร ความลึกประมาณ 3 เมตร
355,304,ดินถล่ม,Landslide,00:00.0,0:00:00,13.86781968,99.26404484,528530,1533123,47N,,,,,,,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,,,,,ดินไหลและน้ำป่าไหลหลาก ทำให้ถนนชำรุด คอสะพานขาด บ้านเรือนราษฎได้รับความเสียหาย
391,430,ดินถล่ม,Landslide,00:00.0,0:00:00,17.55568025,102.2401451,844109,1943807,47N,,,,,,,บ้านโคก,สุวรรณคูหา,หนองบัวลำภู,,,,,ดินไหลและน้ำป่าไหลหลาก ส่งผลให้พื้นที่การเกษตรได้รับความเสียหาย 60 ไร่
252,342,ดินถล่ม,Landslide,00:00.0,0:00:00,18.62289497,99.7721943,581456,2059277,47N,,,,,,กลาง,บ้านดง,แม่เมาะ,ลำปาง,,,,,ดินไหลปิดทับเส้นทางหลายจุดบนเส้นทางหลักเข้าสู่หมู่บ้านกลางและแม่ส้าน
451,412,ดินถล่ม,Landslide,00:00.0,0:00:00,18.86708962,98.85694098,484867,2086045,47N,,,,,,แม่สาใหม่,แม่แรม,แม่ริม,เชียงใหม่,,,,,ดินไหลและทรุดตัวลง กว้าง 13 เมตร ยาว 50 เมตร และลึก 12 เมตร
419,530,ดินถล่ม,Landslide,00:00.0,0:00:00,16.00531062,101.8925258,809579,1771678,47N,,,,,ทางหลวงแผ่นดินหมายเลข 2159,,กุดชุมแสง,หนองบัวแดง,ชัยภูมิ,,,,,ดินไหลเขตอุทยานแห่งชาติภูแลนคา บริเวณ กม.ที่ 28 ช่วงบริเวณวัดชัยภูมิพิทักษ์ (ผาเกิ้ง) ส่งผลให้รถยนต์ไม่สามารถสัญจรได้เป็นการชั่วคราว
400,453,ดินถล่ม,Landslide,00:00.0,0:00:00,10.37259918,98.81341338,479574,1146614,47N,,,,,,บกกราย,น้ำจืด,กระบุรี,ระนอง,,,,,ดินไหลบริเวณถนนเพชรเกษม ขาออก หลัก กม.ที่ 555 มีดินไหลลงมาทั้ง 2 ข้างริมถนน
448,462,ดินถล่ม,Landslide,00:00.0,0:00:00,19.86,100.45,651823,2196641,47N,,,,,,ร่มฟ้าไทย,ปอ,เวียงแก่น,เชียงราย,,,,,ดินไหลทำให้อาคารคอนกรีตชั้นเดียวหลังคามุงกระเบื้อง เสียหาย จำนวน 5 หลัง
180,156,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.92525703,99.64615822,571220,876090,47,,,,,,ไทรบ่วง,หนองปรือ,รัษฎา,ตรัง,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 3 เมตร ลึก 5 เมตร
488,437,ดินถล่ม,Landslide,00:00.0,0:00:00,9.75797402,98.66772188,463556,1078671,47N,,,,,กม.ที่ 50-51 หลังสวน - ระนอง,,ปากทรง,พะโต๊ะ,ชุมพร,,,,,ดินไหลหลายจุดบริเวณถนนสายหลังสวน-ระนอง ทำให้เสาไฟฟ้าขนาดใหญ่ล้มลงขวางบนถนน
44,27,ดินถล่ม,Landslide,00:00.0,0:00:00,9.12,99.8,587411,1007839,47,,,,,เขาหลวง,คลองเหลง,ควนทอง,ขนอม,นครศรีธรรมราช,หินแกรนิต,Granite,,,พื้นที่สวนยางพาราได้รับความเสียหาย
250,403,ดินถล่ม,Landslide,00:00.0,0:00:00,14.17860783,101.349642,753605,1568753,47N,,,,,,,เนินหอม,เมืองปราจีนบุรี,ปราจีนบุรี,,,,,ดินไหลและน้ำป่าไหลหลาก ส่งผลให้วัด 1 แห่ง และบ้านเรือน 70 หลังคาเรือน ได้รับความเดือดร้อน
1,11,ดินถล่ม,Landslide,00:00.0,0:00:00,17.4,98.46,442384,1924174,47,,,,,,แม่ตื่น,แม่ตื่น,อมก๋อย,เชียงใหม่,หินแกรนิต,Granite,การไหลของดินและหิน,Debris Flow,มีผู้เสียชีวิต 1 ราย ประชาชนเดือดร้อน 120 ครัวเรือน
191,232,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.2829322,102.1496692,833651,1914701,47,,,,,ไร่อ้อย,นากุดผึ้ง,ด่านช้าง,นากลาง,หนองบัวลำภู,หินปูน,Limestone,,,พบหลุมยุบ 16 หลุม ซึ่งหลุมที่มีขนาดใหญ่ที่สุดมีขนาดกว้าง 15  เมตร ยาว 19 เมตร  ลึก 5.5 เมตร
67,55,แผ่นดินไหว,Earthquake,00:00.0,12:06:00,18.9,99,500000,2089763,47,4.5,,แม่ทา,MAE THA,,,,แม่ริม,เชียงใหม่,,,,,รู้สึกสั่นสะเทือนได้ที่ อำเภอแม่ริม จังหวัดเชียงใหม่ และ จังหวัดลำพูน
276,264,ดินถล่ม,Landslide,00:00.0,0:00:00,8.65171527,99.43774016,548159,956374,47N,,,,,,สวนกล้วย,บ้านส้อง,เวียงสระ,สุราษฎร์ธานี,,,,,ดินไหลปิดทับเส้นทางไม่สามารถสัญจรได้
405,258,ดินถล่ม,Landslide,00:00.0,0:00:00,8.89655047,98.51783996,446988,983449,47N,,,,,ทางหลวงหมายเลข 401 (เขาสก),,คลองศก,พนม,สุราษฎร์ธานี,,,,,ดินไหลปิดถนนเป็นระยะ ๆ ถึง 15 จุด ตั้งแต่หลักกิโลเมตรที่ 112 ถึง 118 บนเขาวังทังและเขาย่านเชือก
116,101,แผ่นดินไหว,Earthquake,00:00.0,1:40:00,17.26,98.22,417087,1908485,47,3.1,13,เมย,MOEI,,,,ท่าสองยาง,ตาก,,,,,ประชาชนในพื้นที่ตำบลแม่ต้าน อำเภอท่าสองยาง  จังหวัดตาก สามารถรับรู้ได้ถึงแรงสั่นสะเทือน
90,88,แผ่นดินไหว,Earthquake,00:00.0,17:04:42,19.79,99.74,577512,2188412,47,3.1,,แม่ลาว,MAE LAO,,,,แม่สรวย,เชียงราย,,,,,รู้สึกสั่นไหวที่บริเวณ อำเภอแม่สรวย จังหวัดเชียงราย
259,284,ดินถล่ม,Landslide,00:00.0,0:00:00,18.61,98.43,439868,2057771,47N,,,,,,แม่มะลอ,แม่นาจร,แม่แจ่ม,เชียงใหม่,,,,,ดินไหลลงลำน้ำแม่วาก กว้าง 50 เมตร ยาว 250 เมตร ไม่มีผู้บาดเจ็บหรือเสียชีวิต
118,107,แผ่นดินไหว,Earthquake,00:00.0,21:55:00,19.25,99.63,566209,2128610,47,4,1,เถิน,THOEN,,,,วังเหนือ,ลำปาง,,,,,ประชาชนในพื้นที่จังหวัดลำปาง เชียงใหม่ เชียงราย และพะเยา สามารถรับรู้ได้แรงสั่นสะเทือน
14,5,ดินถล่ม,Landslide,00:00.0,0:00:00,16.69,101.16,730337,1846509,47,,,,,,ธารทิพย์ (หมูบด),บุ่งน้ำเต้า,หล่มสัก,เพชรบูรณ์,หินดินดาน,Shale,,,มีผู้เสียชีวิต 10 คน สูญหาย 2 คน บ้านเรือนเสียหาย 363 หลัง
200,43,ดินถล่ม,Landslide,00:00.0,4:00:00,20.1,99.65,567951,2222679,47,,,,,,กิ่วสะไต-สันติสุข,ป่าตึง,แม่จัน,เชียงราย,หินแกรนิต,Granite,,,บ้านเรือนเสียหาย 7 หลังคาเรือน
382,290,ดินถล่ม,Landslide,00:00.0,0:00:00,10.0196578,98.65595312,462296,1107605,47N,,,,,ถนนเพชรเกษม บางนอนใน,,บางนอน,เมืองระนอง,ระนอง,,,,,ดินไหลปิดทับถนน เป็นระยะทาง 50 เมตร และมีก้อนหินขนาดใหญ่ ต้นไม้ล้มขวางถนน
8,16,ดินถล่ม,Landslide,00:00.0,1:00:00,17.73,100.01,607212,1960585,47,,,,,,มหาราช,แม่พูล,ลับแล,อุตรดิตถ์,หินเถ้าภูเขาไฟ,Tuffe,,,"มีผู้เสียชีวิต 23 ราย (จ.อุตรดิตถ์ เสียชีวิตรวม 75 ราย บ้านเรือนเสียหาย 3,961 หลัง)"
193,48,แผ่นดินไหว,Earthquake,00:00.0,0:35:00,12.02,99.17,557964,1349749,47,4.8,,ระนอง,RANONG,,,,เขาสามร้อยยอด,ประจวบคีรีขันธ์,,,,,รู้สึกได้ที่ อำเภอเขาสามร้อยยอด อำเภอกุยบุรี อำเภอหัวหิน อำเภอเมือง จังหวัดประจวบคีรีขันธ์
542,554,ดินถล่ม,Landslide,00:00.0,0:00:00,17.98052318,97.7395763,366545,1988484,47,,,,,,แม่สามแลบ,แม่สามแลบ ,สบเมย ,แม่ฮ่องสอน,,,,,ดินไหลทำให้บ้านเรือนประชาชนได้รับความเสียหาย 1 หลัง ไม่มีผู้บาดเจ็บและเสียชีวิต 
359,245,ดินถล่ม,Landslide,00:00.0,0:00:00,20.1,99.55,557497,2222642,47N,,,,,,หัวเมืองงาม,ท่าตอน,แม่อาย,เชียงใหม่,,,,,ดินไหลลงมาจากเนินเขา ซึ่งมีบ้านเรือนอยู่ 1 หลัง อาจจะได้รับผลกระทบ และบ้านยะผ่า เกิดดินไหลจากยอดเขาลงมายังห้วยเชิงเขา
110,166,หลุมยุบ,Sinkhole,00:00.0,0:00:00,15.16,101.98,820258,1678202,47,,,,,กลางไร่มันสำปะหลัง,หนองราง,ค้างพลู,โนนไทย,นครราชสีมา,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 10 เมตร ลึกประมาณ 10 เมตร
500,450,ดินถล่ม,Landslide,00:00.0,0:00:00,5.8102198,101.7378599,803214,642959,47N,,,,,,โนนสมบูรณ์,ภูเขาทอง,สุคิริน,นราธิวาส,,,,,ดินไหลปิดทับเส้นทางสายหลักที่เชื่อมไปยัง 3 หมู่บ้าน (หมู่ 5-8) ทำให้เส้นทางสัญจรถูกตัดขาด
140,178,หลุมยุบ,Sinkhole,00:00.0,0:00:00,10.03041589,98.85728236,484360,1108779,47,,,,,,เนินทอง,ในวงใต้,ละอุ่น,ระนอง,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณกว้าง 6 เมตร  ยาว 7 เมตร ลึก 2.4 เมตร
168,222,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.68183747,100.7457741,684112,2066523,47,,,,,,น้ำครกใหม่เกาะสวรรค์,กองควาย,เมือง,น่าน,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2.2 เมตร ลึก 0.8 เมตร
544,556,ดินถล่ม,Landslide,00:00.0,0:00:00,5.76092074,101.1327641,736186,637218,47,,,,,โรงเรียนบ้านธารน้ำใส ,,ยะรม ,เบตง,ยะลา,,,,,ดินไหลปิดทับเส้นทางสัญจรได้เพียง 1 ช่องจราจร
525,517,ดินถล่ม,Landslide,00:00.0,0:00:00,12.92565841,100.8641336,702241,1429650,47N,,,,,,,เขตการปกครองพิเศ,บางละมุง,ชลบุรี,,,,,ดินไหลจุดที่ 1 บริเวณเชิงเขาทัพพระยา ท่าเรือแหลมบาลีฮาย รถยนต์เสียหาย 1 คัน จุดที่ 2 ตำบลหนองปรือ อำเภอบางละมุง มีดินไหลลงมาทับกำแพงบ้านจนพัง
468,394,ดินถล่ม,Landslide,00:00.0,0:00:00,7.39866929,100.3344599,647276,818041,47N,,,,,ถนนสายท่าวา - บ่อทึง (ควนบ่อทึง),,เกาะหมาก,ปากพะยูน,พัทลุง,,,,,ดินไหลปิดทับถนนสายท่าวา - บ่อทึง หน้าที่ทำการผู้ใหญ่บ้าน ส่งผลให้รถไม่สามารถสัญจรไปมาได้
173,89,แผ่นดินไหว,Earthquake,00:00.0,12:58:00,8.05,98.48,442703,889862,47,3.4,,คลองมะรุ่ย,KHLONG MARUI,,,,เกาะยาว,พังงา,,,,,รู้สึกสั่นไหวที่บริเวณ อำเภอเกาะยาว จังหวัดพังงา
211,209,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.76660002,97.51023673,975982,1972633,47,,,,,,โนนสะแบง,หนองกวั่ง,บ้านม่วง,สกลนคร,หินทราย,Sandstone,,,หลุมยุบความกว้าง 10 เมตร ยาว 12 เมตร
92,111,แผ่นดินไหว,Earthquake,00:00.0,21:46:00,18.904,99.252,526538,2090224,47,4.1,4,แม่ทา,MAE THA,,,,ดอยสะเก็ด,เชียงใหม่,,,,,ประชาชนในพื้นที่อำเภอดอยสะเก็ด อำเภอเมือง อำเภอสันทราย อำเภอแม่ออน จังหวัดเชียงใหม่ สามารถรับรู้ได้ถึงแรงสั่นสะเทือน
142,176,หลุมยุบ,Sinkhole,00:00.0,0:00:00,18.8864218,100.7492528,684256,2089171,47,,,,,,ผาตูบ,ผาสิงห์,เมือง,น่าน,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2 เมตร ลึก 10 เมตร
236,496,ดินถล่ม,Landslide,00:00.0,0:00:00,18.01958147,97.72808754,365357,1992814,47N,,,,,,แม่ปอ,แม่ยวม,แม่สะเรียง,แม่ฮ่องสอน,,,,,ดินไหล ทำให้ถนนขาด 1 จุด รถยนต์ไม่สามารถสัญจรเข้าออกได้ และบ้านเรือนประชาชนเสียหายบางส่วน 1 หลัง และพื้นที่การเกษตรได้รับความเสียหาย
340,365,ดินถล่ม,Landslide,00:00.0,0:00:00,9.40558807,98.85515538,484097,1039696,47N,,,,,,หินดาน,ปากฉลุย,ท่าฉาง,สุราษฎร์ธานี,,,,,ดินไหลส่งผลให้บ้านเรือนเสียหายบางส่วน จำนวน 2 หลัง
188,237,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.80762964,98.78737253,476617,973591,47,,,,,,ลูกเดือน,พนม,พนม,สุราษฎร์ธานี,หินทราย,Sandstone,,,หลุมยุบขนาดกว้าง 3 เมตร ยาว 5 เมตร ความลึกจากปากหลุมถึงผิวน้ำบริเวณก้นหลุม ลึกประมาณ 9 เมตร
24,212,หลุมยุบ,Sinkhole,00:00.0,0:00:00,10.43387855,99.06519136,507135,1153385,47,,,,,,ถ้ำสิงห์,ถ้ำสิงห์,เมือง,ชุมพร,หินปูน,Limestone,,,หลุมยุบขนาดความกว้าง 5 เมตร ความยาว 7 เมตร และความลึก 6 เมตร
305,311,ดินถล่ม,Landslide,00:00.0,0:00:00,6.41283068,101.1372551,736398,709332,47N,,,,,,ปะแต,ปะแต,ยะหา,ยะลา,,,,,ดินไหลปิดทับเส้นทางคมนาคมสาย 4077 ทำให้รถไม่สามารถสัญจรไปมาได้
105,141,หลุมยุบ,Sinkhole,00:00.0,0:00:00,16.03175199,98.76677518,475050,1772461,47,,,,,,หนองหลวง,หนองหลวง,อุ้มผาง,ตาก,หินปูน,Limestone,,,หลุมยุบมีขนาด 30 x 20 เมตร ลึก 3 เมตร
91,116,แผ่นดินไหว,Earthquake,00:00.0,21:37:00,17.6,101.68,784430,1947944,47,3.8,5,เพชรบูรณ์,PHETCHABUN,,,,เมือง,เลย,,,,,ประชาชนตำบลน้ำหมาน กุดป่อง ศรีสองรัก นาแขม เมือง ชัยพฤกษ์ นาอ้อ นาอาน อำเภอเมืองเลย อำเภอเชียงคาน  อำเภอวังสะพุงรับรู้ได้ถึงแรงสั่นสะเทือน
47,23,ดินถล่ม,Landslide,00:00.0,0:00:00,9.25,98.83,482027,1023520,47,,,,,,คลองมุย,ตะกุกเหนือ,วิภาวดี,สุราษฎร์ธานี,หินแกรนิต,Granite,,,มีผู้เสียชีวิต 2 คน พบรอยดินถล่มตามถนน 10 แห่ง เป็นระยะทางประมาณ 2 กิโลเมตร
167,223,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.82089202,98.93146534,492737,1970371,47,,,,,,ป่าจี้,ป่าไผ่,ลี้,ลำพูน,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 2.25 เมตร ลึก 0.7 เมตร
207,205,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.28645179,99.72198119,579696,805479,47,,,,,โรงเรียนบ้านหนองโต๊ะ,หนองโต๊ะ,บ้านนา,ปะเหลียน,ตรัง,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณ 10 เมตร และลึกประมาณ 3.5 เมตร
417,442,ดินถล่ม,Landslide,00:00.0,0:00:00,10.03818581,98.86951068,485700,1109637,47N,,,,,,บุรีรัมย์,ในวงเหนือ,ละอุ่น,ระนอง,,,,,ดินไหลส่งผลให้ศาลาประชาคม 1 หลัง ร้านค้า 1 ร้าน บ่อเลี้ยงปลา 2 บ่อ ได้รับความเสียหาย
258,285,ดินถล่ม,Landslide,00:00.0,0:00:00,17.37,98.48,444758,1920561,47N,,,,,,ห้วยน้ำขาว,แม่ตื่น,อมก๋อย,เชียงใหม่,,,,,ดินไหลบริเวณเชิงเขา กว้างประมาณ 50 เมตร สร้างความเสียหายต่อพื้นที่นาประมาณ 1 ไร่
306,310,ดินถล่ม,Landslide,00:00.0,0:00:00,7.87940841,99.72009201,579378,871034,47N,,,,,,ในเหยา,ในเตา,ห้วยยอด,ตรัง,,,,,ดินไหลจำนวนมากกว่า 20 จุด และมีดินไหลปิดทับเส้นทางมากกว่า 3 แห่ง
447,242,ดินถล่ม,Landslide,00:00.0,0:00:00,19.51,98.25,421304,2157431,47N,,,,,,สบป่อง,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,,,,,ดินไหลทำให้บ้านเรือนเสียหาย 7 หลัง
235,495,ดินถล่ม,Landslide,00:00.0,0:00:00,6.11430788,101.1801431,741281,676329,47N,,,,,,,บ้านแหร,ธารโต,ยะลา,,,,,ดินไหลปิดทับเส้นทางเข้าหมู่บ้าน ทำให้รถยนต์ไม่สามารถสัญจรได้
99,81,แผ่นดินไหว,Earthquake,00:00.0,4:28:00,18.2,98.06,400598,2012568,47,3.5,,แม่ฮ่องสอน,MAE HONG SON,,,แม่เหาะ,แม่สะเรียง,แม่ฮ่องสอน,,,,,รู้สึกสั่นไหวบริเวณ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน
165,225,หลุมยุบ,Sinkhole,00:00.0,0:00:00,16.55,100.7,682000,1831600,47,,,,,กลางไร่ข้าวโพด,มุง,บ้านมุง,เนินมะปราง,พิษณุโลก,หินทราย,Sandstone,,,หลุมยุบที่มีลักษณะคล้ายวงกลม ความลึก 3 เมตร เกิดบริเวณไร่ข้าวโพด
208,204,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.62605585,99.35451223,539003,955985,47,,,,,,ดอนเหรียง,เวียงสระ,เวียงสระ,สุราษฎร์ธานี,หินทราย,Sandstone,,,หลุมยุบมีขนาดกว้าง 2.7 เมตร ยาว 2.8 เมตร ลึก 5 เมตร
299,377,ดินถล่ม,Landslide,00:00.0,0:00:00,18.94547326,99.36025065,537928,2094832,47N,,,,,,แม่ตอน,เทพเสด็จ,ดอยสะเก็ด,เชียงใหม่,,,,,ดินไหลปิดทับบ้านเรือนได้รับความเสียหายบางส่วน 1 หลัง
151,181,หลุมยุบ,Sinkhole,00:00.0,0:00:00,14.92206355,101.2173287,738518,1650895,47,,,,,,มะขามคู่,ขุนราม,พัฒนานิคม,ลพบุรี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 5 เมตร ลึก 2.5 เมตร
491,333,ดินถล่ม,Landslide,00:00.0,0:00:00,8.34958757,99.68462965,575381,923011,47N,,,,,,ท่าแพ,ช้างกลาง,ช้างกลาง,นครศรีธรรมราช,,,,,ดินไหลปิดทับเส้นทางทำให้รถไม่สามารถสัญจรไปมาได้
418,406,ดินถล่ม,Landslide,00:00.0,0:00:00,5.77453761,101.047485,726732,638689,47N,,,,,,,เบตง,เบตง,ยะลา,,,,,ดินไหลทำให้บ้านเรือนราษฎรได้รับความเสียหาย 7 หลัง
502,511,ดินถล่ม,Landslide,00:00.0,0:00:00,16.83569179,98.59478101,456829,1861422,47N,,,,,,แม่กื้ดสามท่า,แม่กาษา,แม่สอด,ตาก,,,,,ดินไหลและบ้านได้ทรุดตัวลงไปพร้อมกับดิน 1 หลัง และไหลไปทับบ้านอีก 1 หลัง ที่อยู่ข้างๆ และบ้านอีกหลัง พื้นที่ดินข้างบ้านยุบไหลออกไป ปูนข้างบ้านแตกทรุด
267,523,ดินถล่ม,Landslide,00:00.0,0:00:00,19.72461792,99.40029854,541945,2181057,47N,,,,,,ห้วยหญ้าไซ,ป่าแดด,แม่สรวย,เชียงราย,,,,,ดินไหลทำให้บ้านเรือนได้รับความเสียหาย จำนวน 1 หลัง ไม่มีผู้ได้รับบาดเจ็บและเสียชีวิต
467,354,ดินถล่ม,Landslide,00:00.0,0:00:00,8.02711973,98.87928184,486697,887297,47N,,,,,,คลองหิน,ไสไทย,เมืองกระบี่,กระบี่,,,,,ดินไหลส่งผลให้บ้านเรือนราษฎรได้รับความเสียหาย จำนวน 3 หลัง
469,419,ดินถล่ม,Landslide,00:00.0,0:00:00,15.87088566,100.9925107,713355,1755668,47N,,,,,โรงน้ำตาล,,หนองแจง,บึงสามพัน,เพชรบูรณ์,,,,,ดินไหลบริเวณโรงน้ำตาล คนงานเสียชีวิต 2 ราย และบาดเจ็บ 5 ราย
61,127,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.83559528,98.34392315,427670,866179,47,,,,,ในเขตทางเข้าหมู่บ้าน,โชคทิพย์,ฉลอง,เมือง,ภูเก็ต,หินทราย,Sandstone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง  0.7 เมตร ลึก 2 เมตร
364,240,ดินถล่ม,Landslide,00:00.0,0:00:00,20.39,99.84,587652,2254863,47N,,,,,,ผาหมี,เวียงพางคำ,แม่สาย,เชียงราย,,,,,ดินไหล จุดแรกมีกว้าง 8 เมตร สูง 6 เมตร และจุด 2 บริเวณคอกหมู มีขนาดกว้าง 10 เมตร สูง 6 เมตร
80,147,หลุมยุบ,Sinkhole,00:00.0,0:00:00,7.06339908,99.80027726,588382,780833,47,,,,,,ทุ่งดินลุ่ม,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,หินปูน,Limestone,,,หลุมยุบขนาด กว้าง 1 เมตร ยาว 2 เมตร ลึก 1 เมตร
547,553,ดินถล่ม,Landslide,00:00.0,0:00:00,8.89537338,98.5166121,446853,983320,47,,,,,ทางหลวงหมายเลข 401 กม.75+400,,,พนม,สุราษฎร์ธานี,,,,,ดินไหลปิดทับเส้นทางสัญจรได้เพียง 1 ช่องจราจร
221,72,แผ่นดินไหว,Earthquake,00:00.0,8:27:00,19.1,100.09,614659,2112249,47,3.6,,พะเยา,PHA YAO,,,,ดอกคำใต้,พะเยา,,,,,รู้สึกสั่นไหวที่ อำเภอดอกคำใต้ จังหวัดพะเยา
319,278,ดินถล่ม,Landslide,00:00.0,0:00:00,7.65841891,99.84859014,593593,846628,47N,,,,,ภูเขาเม่น,,ตะแพน,ศรีบรรพต,พัทลุง,,,,,ดินไหลสร้างความเสียหายต่อสวนลองกองประมาณ 1 ไร่
398,334,ดินถล่ม,Landslide,00:00.0,0:00:00,8.36689501,99.75955905,583628,924939,47N,,,,,,คันเบ็ด,เขาแก้ว,ลานสกา,นครศรีธรรมราช,,,,,ดินไหลปิดทับเส้นทางทำให้รถไม่สามารถสัญจรไปมาได้
93,110,แผ่นดินไหว,Earthquake,00:00.0,12:36:00,17.626,101,712203,1949930,47,3.9,5,เพชรบูรณ์,PHETCHABUN,,,,เมือง,เลย,,,,,ประชาชนในพื้นที่ตำบลเมือง นาอ้อ กกดู่ นาสวย ชัยพฤกษ์ อำเภอเมือง จังหวัดเลย สามารถรับรู้ได้ถึงแรงสั่นสะเทือน
325,378,ดินถล่ม,Landslide,00:00.0,0:00:00,19.4887727,98.97401055,497272,2154910,47N,,,,,,ห้วยทรายขาว,ทุ่งข้าวพวง,เชียงดาว,เชียงใหม่,,,,,ดินไหลทำให้มีผู้เสียชีวิต  1 ราย บาดเจ็บ 1 คน
420,431,ดินถล่ม,Landslide,00:00.0,0:00:00,18.14266934,102.1866822,837073,2009280,47N,,,,,,ตาดเสริม,บ้านม่วง,สังคม,หนองคาย,,,,,ดินไหลและน้ำป่าไหลหลาก ทำให้พื้นที่การเกษตรได้รับความเสียหาย
360,381,ดินถล่ม,Landslide,00:00.0,0:00:00,19.27472304,98.90417895,489931,2131228,47N,,,,,,แก่งปันเต้า,เมืองนะ,เชียงดาว,เชียงใหม่,,,,,ดินไหลปิดทับเส้นทางสัญจรตั้งแต่บริเวณบ้านแก่งปันเต๊า จำนวน 12 จุด
89,68,แผ่นดินไหว,Earthquake,00:00.0,1:19:00,19.32,99.24,525211,2136253,47,4.1,,แม่ทา,MAE THA,,,ทุ่งหลวง,พร้าว,เชียงใหม่,,,,,รู้สึกสั่นไหวที่ ตำบลสันทราย อำเภอพร้าว จังหวัดเชียงใหม่
415,255,ดินถล่ม,Landslide,00:00.0,0:00:00,8.33389716,98.3202832,425156,921275,47N,,,,,,นาแฝก,นาเตย,ท้ายเหมือง,พังงา,,,,,ดินไหลเกิดขึ้น 3 จุด จากภูเขาควนลำปุย ที่มีความสูง 230 เมตร ทำให้บ้านเรือนเสียหาย 1 หลัง
131,162,หลุมยุบ,Sinkhole,00:00.0,0:00:00,6.97879579,99.85280652,594201,771490,47,,,,,สวนยางพารา,หนองยูง,น้ำผุด,ละงู,สตูล,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 6 เมตร ลึก 5 เมตร
350,420,ดินถล่ม,Landslide,00:00.0,0:00:00,17.4406664,98.06128889,400313,1928549,47N,,,,,โรงเรียนบ้านแม่สลิดหลวงวิทยา,,แม่สอง,ท่าสองยาง,ตาก,,,,,ดินไหลบริเวณโรงเรียนบ้านแม่สลิดหลวงวิทยา ช่วง กม.ที่ 107 สายแม่สอด-แม่สะเรียง ยาว 10 เมตร
